S.n,Visit Date,Consumer ID,Student Name,Item Taken,Quantity Taken
1072,8/14/2021,C029,N/A,Rice,2
1073,8/14/2021,C041,N/A,Notebooks,15
1074,8/14/2021,C038,N/A,Oatmeal,6
1075,8/14/2021,C090,N/A,Light Red Kidney Beans,15
1076,8/14/2021,C148,N/A,Spaghetti Rings Pasta,1
1077,8/15/2021,C073,N/A,Pinto Beans,14
1078,8/15/2021,C117,N/A,Cannellini Beans,3
1079,8/16/2021,C022,N/A,Chicken and Stars,5
1080,8/17/2021,C134,N/A,Chunk Chicken Breast,8
1081,8/18/2021,C100,N/A,Pear Halves,8
1082,8/18/2021,C075,N/A,Carrots,7
1083,8/18/2021,C064,N/A,Bodywash,6
1084,8/19/2021,C118,N/A,Sparkling Water,1
1085,8/19/2021,C110,N/A,Granola Bars,3
1086,8/20/2021,C134,N/A,Nutri Grain Bars,9
1087,8/20/2021,C002,N/A,Pretzels,1
1088,8/21/2021,C096,N/A,Juice,15
1089,8/21/2021,C059,N/A,Seasonings,2
1090,8/21/2021,C024,N/A,Pickles,14
1091,8/22/2021,C081,N/A,Peanut Butter,3
1092,8/23/2021,C146,N/A,Sparkling Water,7
1093,8/23/2021,C046,N/A,Ramen,6
1094,8/23/2021,C119,N/A,Beets,9
1095,8/23/2021,C082,N/A,Toothbrushes,12
1096,8/24/2021,C019,N/A,Peanut Butter Crackers,6
1097,8/24/2021,C084,N/A,Campus Kitchens Meals,6
1098,8/25/2021,C122,N/A,Broccoli and Cheese,6
1099,8/25/2021,C146,N/A,Beets,1
1100,8/26/2021,C003,N/A,Sparkling Water,1
1101,8/26/2021,C101,N/A,Pasta,9
1102,8/27/2021,C017,N/A,Bar Soap,10
1103,8/29/2021,C045,N/A,Toilet Paper,12
1104,8/29/2021,C041,N/A,Rice Krispies Treats,6
1105,8/29/2021,C109,N/A,Toothpaste,10
1106,8/29/2021,C119,N/A,Pencils,2
1107,8/29/2021,C069,N/A,Toothpaste,9
1108,8/29/2021,C004,N/A,Carrots,4
1109,8/30/2021,C101,N/A,Green Beans,4
1110,8/30/2021,C130,N/A,Mac and Cheese,14
1111,8/31/2021,C006,N/A,Chunk Chicken Breast,9
1112,9/1/2021,C074,N/A,Testing Material/Blue Book/Scantron,9
1113,9/3/2021,C004,N/A,Notebooks,3
1114,9/3/2021,C009,N/A,Lotion,7
1115,9/3/2021,C109,N/A,Juice Boxes,1
1116,9/4/2021,C038,N/A,Pickles,3
1117,9/5/2021,C144,N/A,Mac and Cheese,2
1118,9/6/2021,C108,N/A,Pinto Beans,7
1119,9/6/2021,C021,N/A,Chicken and Dumplings,5
1120,9/7/2021,C086,N/A,Carrots,14
1121,9/8/2021,C027,N/A,Bean with Bacon Soup,6
1122,9/9/2021,C019,N/A,Pineapple,3
1123,9/10/2021,C006,N/A,Canned Vegetables,1
1124,9/10/2021,C014,N/A,Peanut Butter Crackers,6
1125,9/10/2021,C105,N/A,Fruit Cocktail,15
1126,9/10/2021,C015,N/A,Corn,1
1127,9/11/2021,C029,N/A,Bean with Bacon Soup,8
1128,9/11/2021,C135,N/A,Cheese Crackers,5
1129,9/11/2021,C011,N/A,Vegetable and Beef Soup,7
1130,9/11/2021,C023,N/A,Fruit / Cereal / Breakfast Bar,3
1131,9/12/2021,C036,N/A,Campus Kitchens Meals,9
1132,9/12/2021,C028,N/A,Beets,9
1133,9/12/2021,C052,N/A,Bread,9
1134,9/13/2021,C103,N/A,Water,1
1135,9/13/2021,C041,N/A,Bean with Bacon Soup,2
1136,9/13/2021,C022,N/A,Peas,10
1137,9/14/2021,C020,N/A,Pear Halves,13
1138,9/14/2021,C118,N/A,Chicken and Dumplings,7
1139,9/14/2021,C087,N/A,Juice,2
1140,9/14/2021,C018,N/A,Toothbrushes,11
1141,9/15/2021,C140,N/A,Bar Soap,8
1142,9/15/2021,C096,N/A,Nutri Grain Bars,1
1143,9/15/2021,C033,N/A,Washcloth,15
1144,9/17/2021,C017,N/A,Juice,11
1145,9/17/2021,C097,N/A,Binders,6
1146,9/18/2021,C094,N/A,Peanut Butter Crackers,13
1147,9/18/2021,C118,N/A,Spaghetti Rings Pasta,6
1148,9/19/2021,C112,N/A,Canned Beans,7
1149,9/23/2021,C034,N/A,Rice Krispies Treats,13
1150,9/23/2021,C086,N/A,"Laundry Detergent, Softener, Scent Booster",7
1151,9/23/2021,C010,N/A,Pineapple,7
1152,9/26/2021,C016,N/A,Campus Kitchens Meals,10
1153,9/26/2021,C085,N/A,Diced Tomatoes,6
1154,9/26/2021,C016,N/A,Juice Boxes,9
1155,9/28/2021,C026,N/A,Page-protector,3
1156,9/29/2021,C104,N/A,Beets,10
1157,9/29/2021,C137,N/A,Chili Beans,7
1158,9/29/2021,C051,N/A,Pickles,7
1159,9/30/2021,C124,N/A,Makeup remover,7
1160,10/1/2021,C121,N/A,Mac and Cheese,5
1161,10/1/2021,C041,N/A,Chunk Chicken Breast,6
1162,10/2/2021,C019,N/A,Garbanzo Beans,3
1163,10/2/2021,C111,N/A,Fruit Cocktail,8
1164,10/2/2021,C029,N/A,Toothpaste,9
1165,10/3/2021,C147,N/A,Granola Bars,5
1166,10/4/2021,C034,N/A,Notebooks,1
1167,10/4/2021,C107,N/A,Granola Bars,1
1168,10/5/2021,C090,N/A,Fruit / Cereal / Breakfast Bar,5
1169,10/6/2021,C118,N/A,Cannellini Beans,12
1170,10/6/2021,C111,N/A,Canned Vegetables,4
1171,10/7/2021,C094,N/A,Rice,10
1172,10/7/2021,C132,N/A,Juice,12
1173,10/7/2021,C052,N/A,Bar Soap,2
1174,10/7/2021,C116,N/A,Green Beans,2
1175,10/8/2021,C067,N/A,Chicken Noodle Soup,9
1176,10/8/2021,C018,N/A,Toothpaste,1
1177,10/9/2021,C120,N/A,Broccoli and Cheese,1
1178,10/10/2021,C015,N/A,Mac and Cheese,14
1179,10/10/2021,C020,N/A,Juice,6
1180,10/10/2021,C133,N/A,Chunk Chicken Breast,4
1181,10/11/2021,C095,N/A,Corn,9
1182,10/11/2021,C011,N/A,Garbanzo Beans,7
1183,10/12/2021,C111,N/A,Vienna Sausages,4
1184,10/12/2021,C065,N/A,Grits (ind),9
1185,10/12/2021,C047,N/A,Shampoo,10
1186,10/13/2021,C105,N/A,Pork and Beans,5
1187,10/13/2021,C104,N/A,Dental Floss,15
1188,10/13/2021,C125,N/A,Beets,6
1189,10/14/2021,C088,N/A,Washcloth,8
1190,10/15/2021,C007,N/A,Grits (can/package),2
1191,10/16/2021,C054,N/A,Green Beans,9
1192,10/16/2021,C106,N/A,Lotion,15
1193,10/16/2021,C038,N/A,Deodorant,7
1194,10/17/2021,C087,N/A,Oatmeal,5
1195,10/18/2021,C017,N/A,Binders,4
1196,10/19/2021,C012,N/A,Notebooks,1
1197,10/19/2021,C125,N/A,Nutri Grain Bars,10
1198,10/20/2021,C084,N/A,Broccoli and Cheese,11
1199,10/20/2021,C140,N/A,Rice Crisps,2
1200,10/21/2021,C096,N/A,Makeup remover,5
1201,10/22/2021,C004,N/A,Tomato Soup,13
1202,10/22/2021,C139,N/A,Seasonings,7
1203,10/22/2021,C136,N/A,Ramen,1
1204,10/23/2021,C087,N/A,Washcloth,3
1205,10/23/2021,C011,N/A,Diced Tomatoes,14
1206,10/23/2021,C079,N/A,Toothpaste,8
1207,10/24/2021,C001,N/A,Water,6
1208,10/25/2021,C065,N/A,Ramen,6
1209,10/25/2021,C104,N/A,Permanent marker,8
1210,10/25/2021,C018,N/A,Cheese Crackers,8
1211,10/25/2021,C133,N/A,Feminine Products (Tampons),10
1212,10/26/2021,C099,N/A,Grits (can/package),9
1213,10/27/2021,C076,N/A,Cereal,11
1214,10/27/2021,C085,N/A,Softener,7
1215,10/28/2021,C140,N/A,Highlighters,7
1216,10/29/2021,C130,N/A,Granola Bars,9
1217,10/29/2021,C033,N/A,Toilet Paper,1
1218,10/30/2021,C110,N/A,Feminine Products (Pads),13
1219,10/31/2021,C011,N/A,Bodywash,8
1220,10/31/2021,C080,N/A,Beefaroni,3
1221,11/3/2021,C069,N/A,Lotion,1
1222,11/3/2021,C098,N/A,Toilet Paper,8
1223,11/3/2021,C027,N/A,Laundry Detergent,6
1224,11/3/2021,C017,N/A,Fruit / Cereal / Breakfast Bar,6
1225,11/4/2021,C100,N/A,Scent Booster,8
1226,11/5/2021,C136,N/A,Permanent marker,9
1227,11/5/2021,C064,N/A,Green Beans,14
1228,11/6/2021,C073,N/A,Pens,8
1229,11/6/2021,C114,N/A,Juice,9
1230,11/6/2021,C129,N/A,Garbanzo Beans,1
1231,11/7/2021,C100,N/A,Scent Booster,5
1232,11/7/2021,C091,N/A,Toothpaste,10
1233,11/7/2021,C038,N/A,Diced Tomatoes,14
1234,11/8/2021,C095,N/A,Pear Halves,5
1235,11/10/2021,C082,N/A,Chicken and Dumplings,12
1236,11/10/2021,C099,N/A,Fruit cup,3
1237,11/10/2021,C126,N/A,Feminine Products (Pads),10
1238,11/12/2021,C062,N/A,Binders,9
1239,11/13/2021,C024,N/A,Chunk Chicken Breast,10
1240,11/13/2021,C102,N/A,Laundry Detergent,12
1241,11/14/2021,C105,N/A,Chips/Crackers,10
1242,11/14/2021,C138,N/A,Fruit Cocktail,3
1243,11/15/2021,C022,N/A,Oatmeal,4
1244,11/15/2021,C050,N/A,Green Beans,4
1245,11/16/2021,C008,N/A,Green Beans,8
1246,11/16/2021,C070,N/A,Chili Beans,12
1247,11/16/2021,C021,N/A,Grits (ind),4
1248,11/17/2021,C061,N/A,Tomato Soup,1
1249,11/17/2021,C144,N/A,Peanut Butter Crackers,2
1250,11/18/2021,C091,N/A,Water,15
1251,11/18/2021,C092,N/A,Grits (ind),7
1252,11/19/2021,C101,N/A,Shampoo,3
1253,11/19/2021,C068,N/A,Light Red Kidney Beans,4
1254,11/20/2021,C150,N/A,Vegetable and Beef Soup,11
1255,11/20/2021,C118,N/A,Applesauce (ind),9
1256,11/21/2021,C066,N/A,Highlighters,5
1257,11/21/2021,C104,N/A,Cereal,4
1258,11/22/2021,C057,N/A,Chips/Crackers,9
1259,11/23/2021,C040,N/A,Peanut Butter,14
1260,11/25/2021,C009,N/A,Seasonings,10
1261,11/25/2021,C024,N/A,"Laundry Detergent, Softener, Scent Booster",9
1262,11/25/2021,C136,N/A,Pear Halves,1
1263,11/26/2021,C037,N/A,Diced Tomatoes,9
1264,11/26/2021,C027,N/A,Green Beans,7
1265,11/26/2021,C042,N/A,Ramen,9
1266,11/27/2021,C022,N/A,Rice,2
1267,11/27/2021,C089,N/A,Bean with Bacon Soup,9
1268,11/27/2021,C112,N/A,Pencils,9
1269,11/28/2021,C013,N/A,Pencils,3
1270,11/29/2021,C125,N/A,Vienna Sausages,3
1271,11/29/2021,C104,N/A,Toothpaste,11
1272,11/29/2021,C122,N/A,Rice Crisps,8
1273,11/30/2021,C138,N/A,Juice Boxes,9
1274,12/1/2021,C026,N/A,Washcloth,9
1275,12/2/2021,C133,N/A,Grits (ind),2
1276,12/3/2021,C005,N/A,Broccoli and Cheese,2
1277,12/3/2021,C006,N/A,Chili Beans,6
1278,12/3/2021,C025,N/A,Feminine Products (Tampons),13
1279,12/3/2021,C019,N/A,Pear Halves,7
1280,12/4/2021,C032,N/A,Pineapple,1
1281,12/4/2021,C122,N/A,Cake Mix,10
1282,12/4/2021,C028,N/A,Pencils,9
1283,12/5/2021,C007,N/A,Feminine Products (Pads),14
1284,12/5/2021,C018,N/A,Laundry Detergent,5
1285,12/6/2021,C102,N/A,Washcloth,5
1286,12/6/2021,C108,N/A,Grits (can/package),8
1287,12/6/2021,C066,N/A,Oatmeal,12
1288,12/6/2021,C063,N/A,Grits (ind),3
1289,12/7/2021,C101,N/A,Chicken and Stars,3
1290,12/7/2021,C084,N/A,Green Beans,1
1291,12/7/2021,C074,N/A,Canned Beans,3
1292,12/9/2021,C050,N/A,Pretzels,1
1293,12/9/2021,C115,N/A,Alfredo,12
1294,12/10/2021,C137,N/A,Makeup remover,10
1295,12/11/2021,C053,N/A,Notebooks,7
1296,12/11/2021,C088,N/A,Tomato Soup,9
1297,12/11/2021,C022,N/A,Sparkling Water,3
1298,12/12/2021,C029,N/A,Vienna Sausages,9
1299,12/12/2021,C041,N/A,Grits (ind),5
1300,12/12/2021,C067,N/A,Chunk Chicken Breast,1
1301,12/13/2021,C065,N/A,Pens,5
1302,12/14/2021,C097,N/A,Rice,3
1303,12/14/2021,C042,N/A,Lotion,10
1304,12/15/2021,C026,N/A,Chili Beans,7
1305,12/16/2021,C032,N/A,Binders,1
1306,12/16/2021,C120,N/A,Makeup remover,15
1307,12/17/2021,C075,N/A,Alfredo,9
1308,12/17/2021,C130,N/A,Carrots,8
1309,12/17/2021,C037,N/A,Lotion,3
1310,12/18/2021,C138,N/A,Chips/Crackers,3
1311,12/18/2021,C091,N/A,Chicken and Dumplings,9
1312,12/19/2021,C040,N/A,Canned Beans,15
1313,12/19/2021,C104,N/A,Pickles,5
1314,12/19/2021,C123,N/A,"Laundry Detergent, Softener, Scent Booster",9
1315,12/20/2021,C103,N/A,Highlighters,5
1316,12/21/2021,C094,N/A,Pickles,2
1317,12/21/2021,C005,N/A,Lotion,4
1318,12/22/2021,C121,N/A,Ravioli,4
1319,12/23/2021,C116,N/A,Mac and Cheese,2
1320,12/23/2021,C130,N/A,Cake Mix,3
1321,12/23/2021,C035,N/A,Rice Crisps,4
1322,12/23/2021,C115,N/A,Juice,11
1323,12/23/2021,C006,N/A,Chicken and Dumplings,3
1324,12/24/2021,C133,N/A,Juice Boxes,9
1325,12/24/2021,C021,N/A,Carrots,1
1326,12/25/2021,C090,N/A,Juice,5
1327,12/26/2021,C060,N/A,Pencils,1
1328,12/27/2021,C008,N/A,Testing Material/Blue Book/Scantron,2
1329,12/28/2021,C050,N/A,Broccoli and Cheese,15
1330,12/28/2021,C118,N/A,Pickles,10
1331,12/28/2021,C111,N/A,Bodywash,1
1332,12/29/2021,C016,N/A,Peanut Butter,6
1333,12/30/2021,C009,N/A,Cereal,6
1334,12/30/2021,C101,N/A,Lotion,3
1335,12/30/2021,C044,N/A,Fruit / Cereal / Breakfast Bar,8
1336,12/31/2021,C079,N/A,Chips/Crackers,7
1337,12/31/2021,C133,N/A,Cannellini Beans,9
1338,12/31/2021,C078,N/A,Testing Material/Blue Book/Scantron,12
1339,12/31/2021,C140,N/A,Spaghetti Noodles,3
1340,1/1/2022,C149,N/A,Vegetable and Beef Soup,3
1341,1/1/2022,C049,N/A,Grits (ind),3
1342,1/2/2022,C066,N/A,Green Beans,3
1343,1/3/2022,C089,N/A,Nutri Grain Bars,3
1344,1/3/2022,C017,N/A,Feminine Products (Pads),5
1345,1/3/2022,C093,N/A,Pork and Beans,6
1346,1/4/2022,C070,N/A,Bread,10
1347,1/6/2022,C141,N/A,Pretzels,4
1348,1/7/2022,C032,N/A,Vienna Sausages,1
1349,1/7/2022,C040,N/A,Diced Tomatoes,8
1350,1/8/2022,C062,N/A,Vienna Sausages,8
1351,1/8/2022,C079,N/A,Spaghetti Rings Pasta,13
1352,1/8/2022,C058,N/A,Canned Beans,8
1353,1/8/2022,C114,N/A,Nutri Grain Bars,10
1354,1/9/2022,C015,N/A,Tomato Soup,2
1355,1/9/2022,C092,N/A,Page-protector,14
1356,1/9/2022,C025,N/A,Granola / Snack Bars,5
1357,1/9/2022,C083,N/A,Binders,15
1358,1/9/2022,C044,N/A,Canned Vegetables,6
1359,1/10/2022,C107,N/A,Seasonings,8
1360,1/10/2022,C020,N/A,Oatmeal,2
1361,1/11/2022,C095,N/A,Peas,5
1362,1/12/2022,C062,N/A,Chili Beans,5
1363,1/12/2022,C002,N/A,Highlighters,7
1364,1/13/2022,C148,N/A,Diced Tomatoes,15
1365,1/14/2022,C135,N/A,Shampoo,1
1366,1/15/2022,C024,N/A,Toilet Paper,14
1367,1/15/2022,C019,N/A,Chunk Chicken Breast,6
1368,1/15/2022,C025,N/A,Cheese Crackers,7
1369,1/16/2022,C115,N/A,Bar Soap,3
1370,1/16/2022,C084,N/A,Peanut Butter Crackers,7
1371,1/16/2022,C006,N/A,Fruit / Cereal / Breakfast Bar,8
1372,1/16/2022,C101,N/A,Pasta,9
1373,1/18/2022,C039,N/A,Light Red Kidney Beans,7
1374,1/18/2022,C103,N/A,Cereal,12
1375,1/20/2022,C039,N/A,Pear Halves,8
1376,1/22/2022,C137,N/A,Pencils,5
1377,1/23/2022,C062,N/A,Deodorant,7
1378,1/24/2022,C011,N/A,Light Red Kidney Beans,7
1379,1/24/2022,C134,N/A,Nutri Grain Bars,2
1380,1/25/2022,C123,N/A,Rice Crisps,8
1381,1/26/2022,C128,N/A,Garbanzo Beans,3
1382,1/26/2022,C125,N/A,Peanut Butter Crackers,5
1383,1/26/2022,C029,N/A,Permanent marker,10
1384,1/26/2022,C112,N/A,Carrots,12
1385,1/26/2022,C056,N/A,Feminine Products (Tampons),7
1386,1/27/2022,C102,N/A,Cannellini Beans,2
1387,1/27/2022,C014,N/A,Spaghetti Rings Pasta,2
1388,1/28/2022,C032,N/A,Green Beans,3
1389,1/29/2022,C015,N/A,Sparkling Water,10
1390,1/30/2022,C096,N/A,Granola Bars,4
1391,1/30/2022,C112,N/A,Permanent marker,5
1392,1/31/2022,C108,N/A,Rice Crisps,12
1393,1/31/2022,C090,N/A,Seasonings,1
1394,1/31/2022,C025,N/A,Grits (can/package),15
1395,1/31/2022,C113,N/A,Diced Tomatoes,7
1396,1/31/2022,C097,N/A,Rice Krispies Treats,3
1397,1/31/2022,C104,N/A,Fruit Cocktail,6
1398,1/31/2022,C141,N/A,Feminine Products (Pads),5
1399,1/31/2022,C015,N/A,Washcloth,5
1400,1/31/2022,C025,N/A,Cake Mix,13
1401,1/31/2022,C137,N/A,Peanut Butter,3
1402,2/1/2022,C060,N/A,Cake Mix,10
1403,2/1/2022,C032,N/A,Granola Bars,7
1404,2/1/2022,C062,N/A,Chicken and Stars,2
1405,2/1/2022,C033,N/A,Grits (ind),7
1406,2/2/2022,C099,N/A,Notebooks,9
1407,2/2/2022,C002,N/A,Laundry Detergent,6
1408,2/3/2022,C106,N/A,Grits (ind),9
1409,2/3/2022,C142,N/A,Fruit / Cereal / Breakfast Bar,3
1410,2/4/2022,C148,N/A,Notebooks,15
1411,2/4/2022,C076,N/A,Peas,11
1412,2/6/2022,C056,N/A,Toilet Paper,9
1413,2/6/2022,C119,N/A,Chicken and Dumplings,6
1414,2/7/2022,C020,N/A,Sparkling Water,12
1415,2/7/2022,C126,N/A,Peanut Butter Crackers,5
1416,2/7/2022,C067,N/A,Testing Material/Blue Book/Scantron,7
1417,2/8/2022,C122,N/A,Peas,2
1418,2/9/2022,C084,N/A,Ravioli,14
1419,2/9/2022,C129,N/A,Peanut Butter Crackers,3
1420,2/9/2022,C101,N/A,Mac and Cheese,1
1421,2/10/2022,C116,N/A,Alfredo,3
1422,2/10/2022,C107,N/A,Testing Material/Blue Book/Scantron,7
1423,2/13/2022,C046,N/A,Deodorant,12
1424,2/13/2022,C023,N/A,Chunk Chicken Breast,2
1425,2/14/2022,C094,N/A,Page-protector,2
1426,2/14/2022,C144,N/A,Fruit / Cereal / Breakfast Bar,12
1427,2/14/2022,C035,N/A,Toothbrushes,4
1428,2/15/2022,C088,N/A,Corn,10
1429,2/16/2022,C077,N/A,Oatmeal,12
1430,2/17/2022,C129,N/A,Cereal,11
1431,2/18/2022,C049,N/A,Bean with Bacon Soup,3
1432,2/18/2022,C119,N/A,Large Bag of Chips,1
1433,2/18/2022,C013,N/A,Makeup remover,9
1434,2/20/2022,C101,N/A,Grits (can/package),9
1435,2/21/2022,C009,N/A,Laundry Detergent,9
1436,2/21/2022,C081,N/A,Permanent marker,4
1437,2/21/2022,C041,N/A,"Laundry Detergent, Softener, Scent Booster",7
1438,2/22/2022,C004,N/A,Green Beans,9
1439,2/22/2022,C112,N/A,Highlighters,5
1440,2/22/2022,C052,N/A,Water,11
1441,2/22/2022,C100,N/A,Peanut Butter Crackers,5
1442,2/23/2022,C131,N/A,Pork and Beans,9
1443,2/23/2022,C102,N/A,Canned Beans,15
1444,2/23/2022,C051,N/A,Dental Floss,13
1445,2/24/2022,C121,N/A,Canned Vegetables,5
1446,2/24/2022,C116,N/A,Toilet Paper,9
1447,2/25/2022,C071,N/A,Pear Halves,9
1448,2/26/2022,C024,N/A,Vienna Sausages,2
1449,2/26/2022,C059,N/A,Laundry Detergent,7
1450,2/28/2022,C112,N/A,Pork and Beans,5
1451,3/1/2022,C095,N/A,Notebooks,2
1452,3/1/2022,C141,N/A,Lotion,14
1453,3/3/2022,C083,N/A,Peanut Butter Crackers,3
1454,3/3/2022,C135,N/A,Page-protector,4
1455,3/4/2022,C064,N/A,Vegetable and Beef Soup,12
1456,3/4/2022,C136,N/A,Bread,9
1457,3/6/2022,C065,N/A,Pickles,9
1458,3/7/2022,C107,N/A,Pencils,13
1459,3/7/2022,C111,N/A,Toothbrushes,3
1460,3/8/2022,C146,N/A,"Laundry Detergent, Softener, Scent Booster",5
1461,3/8/2022,C131,N/A,Pork and Beans,7
1462,3/9/2022,C083,N/A,Dental Floss,9
1463,3/10/2022,C129,N/A,Sparkling Water,3
1464,3/10/2022,C008,N/A,Laundry Detergent,9
1465,3/10/2022,C045,N/A,Softener,4
1466,3/11/2022,C044,N/A,Chili Beans,13
1467,3/12/2022,C041,N/A,Pineapple,8
1468,3/12/2022,C074,N/A,Softener,9
1469,3/13/2022,C005,N/A,Pickles,1
1470,3/13/2022,C085,N/A,Canned Beans,3
1471,3/13/2022,C018,N/A,Chili Beans,2
1472,3/14/2022,C139,N/A,Campus Kitchens Meals,3
1473,3/15/2022,C001,N/A,Pickles,3
1474,3/16/2022,C002,N/A,Bread,2
1475,3/16/2022,C027,N/A,Bodywash,1
1476,3/17/2022,C046,N/A,Pretzels,11
1477,3/20/2022,C069,N/A,Canned Vegetables,8
1478,3/20/2022,C064,N/A,Peanut Butter Crackers,3
1479,3/21/2022,C123,N/A,Peanut Butter,3
1480,3/23/2022,C116,N/A,Large Bag of Chips,3
1481,3/23/2022,C052,N/A,Applesauce (ind),15
1482,3/25/2022,C085,N/A,Cannellini Beans,11
1483,3/25/2022,C040,N/A,Dental Floss,13
1484,3/26/2022,C068,N/A,Makeup remover,4
1485,3/26/2022,C139,N/A,Feminine Products (Pads),5
1486,3/26/2022,C045,N/A,Corn,8
1487,3/26/2022,C038,N/A,Bodywash,9
1488,3/28/2022,C026,N/A,Fruit cup,2
1489,3/28/2022,C056,N/A,Broccoli and Cheese,4
1490,3/29/2022,C118,N/A,Seasonings,2
1491,3/29/2022,C049,N/A,Scent Booster,2
1492,3/30/2022,C037,N/A,Chicken and Dumplings,14
1493,3/30/2022,C107,N/A,Fruit / Cereal / Breakfast Bar,8
1494,3/30/2022,C148,N/A,Applesauce (ind),1
1495,3/30/2022,C117,N/A,Ramen,8
1496,3/31/2022,C003,N/A,Laundry Detergent,15
1497,3/31/2022,C086,N/A,Spaghetti Noodles,1
1498,3/31/2022,C088,N/A,Cereal,12
1499,3/31/2022,C109,N/A,Garbanzo Beans,6
1500,4/1/2022,C011,N/A,Carrots,5
1501,4/1/2022,C058,N/A,Chunk Chicken Breast,2
1502,4/1/2022,C124,N/A,Beets,7
1503,4/2/2022,C001,N/A,Peas,2
1504,4/3/2022,C023,N/A,Beefaroni,8
1505,4/3/2022,C103,N/A,Pork and Beans,5
1506,4/3/2022,C104,N/A,Peanut Butter Crackers,15
1507,4/5/2022,C113,N/A,Pinto Beans,8
1508,4/7/2022,C107,N/A,Pasta,13
1509,4/7/2022,C077,N/A,Toilet Paper,1
1510,4/7/2022,C127,N/A,Toilet Paper,11
1511,4/7/2022,C117,N/A,Fruit cup,8
1512,4/7/2022,C139,N/A,Cannellini Beans,3
1513,4/8/2022,C142,N/A,Cannellini Beans,12
1514,4/9/2022,C137,N/A,Pens,7
1515,4/9/2022,C068,N/A,Makeup remover,4
1516,4/9/2022,C091,N/A,Seasonings,6
1517,4/10/2022,C062,N/A,Rice,15
1518,4/10/2022,C133,N/A,Chunk Chicken Breast,8
1519,4/11/2022,C035,N/A,Cereal,2
1520,4/12/2022,C109,N/A,Garbanzo Beans,6
1521,4/12/2022,C075,N/A,Cereal,13
1522,4/12/2022,C070,N/A,"Laundry Detergent, Softener, Scent Booster",12
1523,4/13/2022,C150,N/A,Ramen,12
1524,4/13/2022,C149,N/A,Page-protector,3
1525,4/13/2022,C116,N/A,Peanut Butter,8
1526,4/14/2022,C120,N/A,Beets,2
1527,4/15/2022,C121,N/A,Dental Floss,2
1528,4/15/2022,C149,N/A,Juice Boxes,13
1529,4/15/2022,C007,N/A,Binders,4
1530,4/15/2022,C149,N/A,Oatmeal,5
1531,4/17/2022,C055,N/A,Large Bag of Chips,9
1532,4/17/2022,C144,N/A,Fruit cup,10
1533,4/17/2022,C130,N/A,"Laundry Detergent, Softener, Scent Booster",8
1534,4/17/2022,C006,N/A,Washcloth,15
1535,4/17/2022,C112,N/A,Vegetable and Beef Soup,2
1536,4/18/2022,C094,N/A,Rice,9
1537,4/18/2022,C043,N/A,Toothpaste,3
1538,4/19/2022,C032,N/A,Laundry Detergent,6
1539,4/20/2022,C128,N/A,Alfredo,6
1540,4/20/2022,C042,N/A,Beefaroni,1
1541,4/20/2022,C019,N/A,Chicken and Stars,9
1542,4/23/2022,C083,N/A,Green Beans,2
1543,4/23/2022,C046,N/A,Pork and Beans,15
1544,4/24/2022,C137,N/A,Permanent marker,9
1545,4/24/2022,C145,N/A,Granola Bars,3
1546,4/25/2022,C051,N/A,Softener,3
1547,4/25/2022,C074,N/A,Nutri Grain Bars,11
1548,4/26/2022,C111,N/A,Rice Krispies Treats,5
1549,4/26/2022,C121,N/A,Cake Mix,14
1550,4/27/2022,C054,N/A,Washcloth,3
1551,4/27/2022,C058,N/A,"Laundry Detergent, Softener, Scent Booster",1
1552,4/28/2022,C121,N/A,Bar Soap,10
1553,4/28/2022,C056,N/A,Peas,4
1554,4/29/2022,C087,N/A,"Laundry Detergent, Softener, Scent Booster",10
1555,4/29/2022,C088,N/A,Peanut Butter,5
1556,4/29/2022,C097,N/A,Peanut Butter,13
1557,4/30/2022,C055,N/A,Bean with Bacon Soup,6
1558,4/30/2022,C047,N/A,Cake Mix,10
1559,4/30/2022,C146,N/A,Ramen,6
1560,5/1/2022,C122,N/A,Broccoli and Cheese,15
1561,5/4/2022,C024,N/A,Chips/Crackers,13
1562,5/4/2022,C143,N/A,Corn,14
1563,5/4/2022,C118,N/A,Vegetable and Beef Soup,2
1564,5/4/2022,C050,N/A,Rice Crisps,3
1565,5/4/2022,C068,N/A,Makeup remover,5
1566,5/5/2022,C090,N/A,Vienna Sausages,9
1567,5/5/2022,C075,N/A,Lotion,4
1568,5/5/2022,C025,N/A,Peas,4
1569,5/5/2022,C059,N/A,Deodorant,11
1570,5/6/2022,C079,N/A,Broccoli and Cheese,9
1571,5/7/2022,C044,N/A,Spaghetti Noodles,12
1572,5/7/2022,C012,N/A,Rice,4
1573,5/7/2022,C055,N/A,Alfredo,11
1574,5/10/2022,C049,N/A,Seasonings,5
1575,5/12/2022,C095,N/A,Broccoli and Cheese,7
1576,5/13/2022,C073,N/A,Chicken and Stars,8
1577,5/13/2022,C104,N/A,Chili Beans,1
1578,5/13/2022,C060,N/A,Page-protector,2
1579,5/14/2022,C037,N/A,Granola Bars,4
1580,5/14/2022,C056,N/A,Notebooks,10
1581,5/15/2022,C026,N/A,Peanut Butter Crackers,14
1582,5/16/2022,C063,N/A,Cereal (ind),9
1583,5/16/2022,C055,N/A,Fruit cup,5
1584,5/16/2022,C023,N/A,Chicken and Dumplings,2
1585,5/17/2022,C026,N/A,Pear Halves,10
1586,5/18/2022,C109,N/A,Feminine Products (Tampons),5
